"","date","count_rodent","num_inspections","rodent_rate","tmin","tmax","temp","month","summer","hot_day","extreme_heat","year","heat_wave_start"
"1",2007-01-02,0,2,0,1.7,7.2,5.5,1,0,0,0,2007,0
"2",2007-01-03,0,1,0,1.7,10.6,5.6,1,0,0,0,2007,0
"3",2007-01-04,0,2,0,3.9,11.7,8.3,1,0,0,0,2007,0
"4",2007-01-05,0,2,0,8.9,17.2,13.1,1,0,0,0,2007,0
"5",2007-01-08,0,1,0,4.4,11.7,7.6,1,0,0,0,2007,0
"6",2007-01-09,0,3,0,1.1,6.1,3.6,1,0,0,0,2007,0
"7",2007-01-10,0,5,0,-4.4,2.2,0.1,1,0,0,0,2007,0
"8",2007-01-11,0,1,0,-6.1,1.7,-2.3,1,0,0,0,2007,0
"9",2007-01-12,0,4,0,1.7,10,5.8,1,0,0,0,2007,0
"10",2007-01-16,0,5,0,-7.8,5,-0.9,1,0,0,0,2007,0
"11",2007-01-17,0,4,0,-13.3,-7.2,-9.7,1,0,0,0,2007,0
"12",2007-01-18,0,1,0,-10.6,3.9,-3.7,1,0,0,0,2007,0
"13",2007-01-19,0,5,0,0.6,4.4,2.2,1,0,0,0,2007,0
"14",2007-01-22,0,8,0,-6.1,-2.8,-4.9,1,0,0,0,2007,0
"15",2007-01-23,0,8,0,-6.1,0,-3.2,1,0,0,0,2007,0
"16",2007-01-24,0,3,0,-3.9,5.6,0.2,1,0,0,0,2007,0
"17",2007-01-25,0,4,0,-13.9,-2.2,-5.4,1,0,0,0,2007,0
"18",2007-01-26,0,2,0,-16.1,-10.6,-13.8,1,0,0,0,2007,0
"19",2007-01-29,1,7,0.142857142857143,-7.2,-2.2,-4.2,1,0,0,0,2007,0
"20",2007-01-30,0,10,0,-7.8,-0.6,-4.3,1,0,0,0,2007,0
"21",2007-01-31,0,7,0,-7.2,0.6,-3.2,1,0,0,0,2007,0
"22",2007-02-01,0,4,0,-5,2.8,-1.3,2,0,0,0,2007,0
"23",2007-02-02,0,3,0,-2.2,2.8,0.7,2,0,0,0,2007,0
"24",2007-02-03,0,1,0,-5.6,1.7,-1.7,2,0,0,0,2007,0
"25",2007-02-05,0,2,0,-12.2,-7.2,-9.8,2,0,0,0,2007,0
"26",2007-02-06,0,3,0,-9.4,-2.8,-6.8,2,0,0,0,2007,0
"27",2007-02-07,0,9,0,-11.1,-4.4,-7.9,2,0,0,0,2007,0
"28",2007-02-08,0,11,0,-9.4,-2.8,-6.1,2,0,0,0,2007,0
"29",2007-02-09,0,2,0,-7.2,-1.7,-5.1,2,0,0,0,2007,0
"30",2007-02-12,0,5,0,-6.1,2.8,-0.8,2,0,0,0,2007,0
"31",2007-02-13,0,7,0,-12.8,-5.6,-8.5,2,0,0,0,2007,0
"32",2007-02-14,0,6,0,-9.4,2.8,-2.5,2,0,0,0,2007,0
"33",2007-02-15,0,6,0,-11.1,-5.6,-8.3,2,0,0,0,2007,0
"34",2007-02-16,0,7,0,-12.2,-1.7,-6.2,2,0,0,0,2007,0
"35",2007-02-20,0,3,0,-6.7,9.4,2,2,0,0,0,2007,0
"36",2007-02-21,0,1,0,1.1,7.2,3.9,2,0,0,0,2007,0
"37",2007-02-22,0,8,0,-2.8,4.4,1.2,2,0,0,0,2007,0
"38",2007-02-23,0,4,0,-7.8,1.1,-1.4,2,0,0,0,2007,0
"39",2007-02-26,0,4,0,-0.6,2.2,0.5,2,0,0,0,2007,0
"40",2007-02-27,0,8,0,-1.1,3.3,1.1,2,0,0,0,2007,0
"41",2007-02-28,0,4,0,-1.1,5,2.2,2,0,0,0,2007,0
"42",2007-03-01,0,4,0,-3.3,4.4,0.4,3,0,0,0,2007,0
"43",2007-03-02,0,2,0,0,6.7,3.4,3,0,0,0,2007,0
"44",2007-03-05,0,4,0,-5.6,3.9,-0.4,3,0,0,0,2007,0
"45",2007-03-06,0,3,0,-14.4,-5,-11.1,3,0,0,0,2007,0
"46",2007-03-07,0,4,0,-14.4,-4.4,-9.5,3,0,0,0,2007,0
"47",2007-03-08,0,1,0,-13.9,-3.3,-8.1,3,0,0,0,2007,0
"48",2007-03-09,0,6,0,-15,-0.6,-7.6,3,0,0,0,2007,0
"49",2007-03-10,0,2,0,-5,11.1,4.2,3,0,0,0,2007,0
"50",2007-03-12,0,3,0,1.7,12.8,6.9,3,0,0,0,2007,0
"51",2007-03-13,0,2,0,3.3,16.1,8.8,3,0,0,0,2007,0
"52",2007-03-14,0,2,0,7.2,20,12.3,3,0,0,0,2007,0
"53",2007-03-19,0,4,0,-2.8,4.4,0.3,3,0,0,0,2007,0
"54",2007-03-20,0,1,0,-4.4,6.7,4,3,0,0,0,2007,0
"55",2007-03-21,0,3,0,-6.7,1.7,-2.5,3,0,0,0,2007,0
"56",2007-03-22,0,5,0,1.1,13.9,8,3,0,0,0,2007,0
"57",2007-03-23,0,6,0,4.4,15,12,3,0,0,0,2007,0
"58",2007-03-24,0,3,0,0,7.8,4.7,3,0,0,0,2007,0
"59",2007-03-25,0,25,0,1.1,7.8,3.8,3,0,0,0,2007,0
"60",2007-03-26,1,11,0.0909090909090909,2.2,8.3,5.3,3,0,0,0,2007,0
"61",2007-03-27,0,5,0,5.6,14.4,7.6,3,0,0,0,2007,0
"62",2007-03-28,0,7,0,3.9,13.3,10,3,0,0,0,2007,0
"63",2007-03-29,0,7,0,0.6,11.1,5.5,3,0,0,0,2007,0
"64",2007-03-30,0,5,0,3.3,16.1,9.1,3,0,0,0,2007,0
"65",2007-03-31,0,26,0,2.2,7.8,5.5,3,0,0,0,2007,0
"66",2007-04-01,0,41,0,0.6,11.1,6.6,4,0,0,0,2007,0
"67",2007-04-02,0,8,0,3.3,5,4.5,4,0,0,0,2007,0
"68",2007-04-03,0,3,0,2.2,6.7,4.5,4,0,0,0,2007,0
"69",2007-04-04,0,2,0,1.7,3.9,2.9,4,0,0,0,2007,0
"70",2007-04-05,0,11,0,-1.1,7.2,3,4,0,0,0,2007,0
"71",2007-04-06,1,10,0.1,-2.2,3.9,0.7,4,0,0,0,2007,0
"72",2007-04-09,0,7,0,1.1,10,5.1,4,0,0,0,2007,0
"73",2007-04-10,0,2,0,1.7,6.7,4.4,4,0,0,0,2007,0
"74",2007-04-11,0,2,0,1.1,10,5.2,4,0,0,0,2007,0
"75",2007-04-12,0,7,0,1.7,5,4,4,0,0,0,2007,0
"76",2007-04-13,0,6,0,1.7,9.4,5.4,4,0,0,0,2007,0
"77",2007-04-16,0,1,0,5.6,8.9,7.4,4,0,0,0,2007,0
"78",2007-04-17,0,5,0,2.8,5.6,4.5,4,0,0,0,2007,0
"79",2007-04-18,0,8,0,3.9,6.1,4.8,4,0,0,0,2007,0
"80",2007-04-19,1,9,0.111111111111111,3.9,10.6,6.9,4,0,0,0,2007,0
"81",2007-04-20,1,11,0.0909090909090909,2.2,10.6,7.4,4,0,0,0,2007,0
"82",2007-04-23,0,5,0,11.1,30,19.7,4,0,1,0,2007,0
"83",2007-04-24,0,8,0,11.1,22.8,19,4,0,0,0,2007,0
"84",2007-04-25,0,17,0,7.2,15,10.8,4,0,0,0,2007,0
"85",2007-04-26,0,6,0,5.6,14.4,10.4,4,0,0,0,2007,0
"86",2007-04-27,0,15,0,6.7,10,8.1,4,0,0,0,2007,0
"87",2007-04-30,0,13,0,6.1,21.7,12.9,4,0,0,0,2007,0
"88",2007-05-01,0,14,0,8.9,20,13.3,5,0,0,0,2007,0
"89",2007-05-02,1,23,0.0434782608695652,8.9,18.9,13,5,0,0,0,2007,0
"90",2007-05-03,2,12,0.166666666666667,8.3,20,14.1,5,0,0,0,2007,0
"91",2007-05-04,0,16,0,10,20,14.6,5,0,0,0,2007,0
"92",2007-05-07,0,12,0,5.6,18.3,11.6,5,0,0,0,2007,0
"93",2007-05-08,0,14,0,8.3,26.7,17,5,0,0,0,2007,0
"94",2007-05-09,0,19,0,13.9,30,21.5,5,0,1,0,2007,0
"95",2007-05-10,0,16,0,16.7,28.9,22.1,5,0,0,0,2007,0
"96",2007-05-11,0,18,0,16.7,24.4,19.4,5,0,0,0,2007,0
"97",2007-05-14,0,15,0,8.3,23.9,16.4,5,0,0,0,2007,0
"98",2007-05-15,1,19,0.0526315789473684,12.2,27.8,18.3,5,0,0,0,2007,0
"99",2007-05-16,0,19,0,7.8,17.8,12.7,5,0,0,0,2007,0
"100",2007-05-17,0,23,0,7.8,10,8.5,5,0,0,0,2007,0
"101",2007-05-18,0,9,0,5.6,7.8,6.4,5,0,0,0,2007,0
"102",2007-05-21,0,18,0,10,18.9,14.4,5,0,0,0,2007,0
"103",2007-05-22,0,37,0,8.9,19.4,14.7,5,0,0,0,2007,0
"104",2007-05-23,0,16,0,10,22.8,16,5,0,0,0,2007,0
"105",2007-05-24,0,11,0,11.7,26.7,19.1,5,0,0,0,2007,0
"106",2007-05-25,0,14,0,21.1,33.3,27.8,5,0,1,0,2007,0
"107",2007-05-29,0,9,0,15,26.1,20.3,5,0,0,0,2007,0
"108",2007-05-30,0,10,0,15.6,27.8,21.4,5,0,0,0,2007,0
"109",2007-05-31,0,13,0,13.9,18.3,16.4,5,0,0,0,2007,0
"110",2007-06-01,0,10,0,14.4,27.2,20.1,6,1,0,0,2007,0
"111",2007-06-04,0,10,0,11.1,15.6,13.9,6,1,0,0,2007,0
"112",2007-06-05,0,14,0,15,27.2,20.8,6,1,0,0,2007,0
"113",2007-06-06,0,17,0,12.2,22.2,16.8,6,1,0,0,2007,0
"114",2007-06-07,0,11,0,10.6,21.7,16.7,6,1,0,0,2007,0
"115",2007-06-08,0,14,0,15,20.6,17.6,6,1,0,0,2007,0
"116",2007-06-11,1,5,0.2,18.3,26.1,21.1,6,1,0,0,2007,0
"117",2007-06-12,0,21,0,15,23.3,19.7,6,1,0,0,2007,0
"118",2007-06-13,1,11,0.0909090909090909,12.2,15.6,13.6,6,1,0,0,2007,0
"119",2007-06-14,0,5,0,11.1,15.6,13.7,6,1,0,0,2007,0
"120",2007-06-15,0,13,0,10,18.9,14.6,6,1,0,0,2007,0
"121",2007-06-18,0,3,0,17.8,27.2,22.7,6,1,0,0,2007,0
"122",2007-06-19,0,16,0,18.9,27.8,22.1,6,1,0,0,2007,0
"123",2007-06-20,0,15,0,18.9,26.1,22.2,6,1,0,0,2007,0
"124",2007-06-21,0,18,0,16.7,27.2,21.2,6,1,0,0,2007,0
"125",2007-06-22,0,9,0,15,23.3,18.4,6,1,0,0,2007,0
"126",2007-06-25,0,10,0,18.3,31.7,25.2,6,1,1,1,2007,1
"127",2007-06-26,0,7,0,19.4,35,27.6,6,1,1,1,2007,0
"128",2007-06-27,0,8,0,24.4,35.6,29.8,6,1,1,1,2007,0
"129",2007-06-28,0,7,0,24.4,33.3,27.7,6,1,1,1,2007,0
"130",2007-06-29,0,10,0,17.2,25,20.1,6,1,0,0,2007,0
"131",2007-07-01,0,1,0,15,23.3,18.5,7,1,0,0,2007,0
"132",2007-07-02,0,10,0,13.3,24.4,18.8,7,1,0,0,2007,0
"133",2007-07-03,0,14,0,14.4,22.2,18.7,7,1,0,0,2007,0
"134",2007-07-05,0,4,0,17.8,28.3,22.1,7,1,0,0,2007,0
"135",2007-07-06,0,10,0,18.9,29.4,22.9,7,1,0,0,2007,0
"136",2007-07-09,0,16,0,16.7,21.7,18.4,7,1,0,0,2007,0
"137",2007-07-10,0,17,0,16.1,20.6,18.1,7,1,0,0,2007,0
"138",2007-07-11,0,11,0,18.3,30.6,24.5,7,1,1,0,2007,0
"139",2007-07-12,1,15,0.0666666666666667,20.6,28.9,24.6,7,1,0,0,2007,0
"140",2007-07-13,1,12,0.0833333333333333,18.3,30.6,24.2,7,1,1,0,2007,0
"141",2007-07-16,0,18,0,18.3,27.2,22.9,7,1,0,0,2007,0
"142",2007-07-17,0,25,0,18.3,27.8,22.9,7,1,0,0,2007,0
"143",2007-07-18,2,18,0.111111111111111,17.8,21.7,20.3,7,1,0,0,2007,0
"144",2007-07-19,0,13,0,16.1,23.3,19.8,7,1,0,0,2007,0
"145",2007-07-20,1,16,0.0625,19.4,29.4,24.7,7,1,0,0,2007,0
"146",2007-07-23,1,21,0.0476190476190476,17.2,19.4,18.2,7,1,0,0,2007,0
"147",2007-07-24,0,25,0,17.2,28.9,22.7,7,1,0,0,2007,0
"148",2007-07-25,1,13,0.0769230769230769,18.9,32.2,26,7,1,1,1,2007,1
"149",2007-07-26,0,15,0,20,33.3,26.6,7,1,1,1,2007,0
"150",2007-07-27,1,18,0.0555555555555556,22.8,33.3,27.1,7,1,1,1,2007,0
"151",2007-07-28,0,1,0,21.7,30.6,24.4,7,1,1,1,2007,0
"152",2007-07-30,1,24,0.0416666666666667,19.4,24.4,22.3,7,1,0,0,2007,0
"153",2007-07-31,0,27,0,20,27.2,23.3,7,1,0,0,2007,0
"154",2007-08-01,0,25,0,21.7,27.8,24.7,8,1,0,0,2007,0
"155",2007-08-02,1,23,0.0434782608695652,21.1,34.4,27.8,8,1,1,1,2007,1
"156",2007-08-03,0,26,0,23.9,35,29,8,1,1,1,2007,0
"157",2007-08-06,0,23,0,17.2,25.6,22.2,8,1,0,0,2007,0
"158",2007-08-07,0,28,0,18.3,23.3,20.2,8,1,0,0,2007,0
"159",2007-08-08,0,20,0,20,32.8,25.8,8,1,1,0,2007,0
"160",2007-08-09,0,23,0,18.3,24.4,20.9,8,1,0,0,2007,0
"161",2007-08-10,0,19,0,15,18.9,17.5,8,1,0,0,2007,0
"162",2007-08-11,0,1,0,13.3,27.2,21,8,1,0,0,2007,0
"163",2007-08-13,0,20,0,19.4,29.4,24,8,1,0,0,2007,0
"164",2007-08-14,2,24,0.0833333333333333,17.2,23.9,19.6,8,1,0,0,2007,0
"165",2007-08-15,0,18,0,16.7,30,23.3,8,1,1,0,2007,0
"166",2007-08-16,2,24,0.0833333333333333,20.6,31.7,25.5,8,1,1,0,2007,0
"167",2007-08-17,0,22,0,19.4,26.7,23.7,8,1,0,0,2007,0
"168",2007-08-20,0,22,0,13.3,20,16.9,8,1,0,0,2007,0
"169",2007-08-21,2,29,0.0689655172413793,12.8,19.4,16.4,8,1,0,0,2007,0
"170",2007-08-22,2,31,0.0645161290322581,12.8,20.6,16.6,8,1,0,0,2007,0
"171",2007-08-23,2,39,0.0512820512820513,17.2,21.1,18.7,8,1,0,0,2007,0
"172",2007-08-24,1,10,0.1,20.6,32.8,25.3,8,1,1,1,2007,1
"173",2007-08-27,3,22,0.136363636363636,17.8,24.4,21.2,8,1,0,0,2007,0
"174",2007-08-28,0,17,0,16.7,25.6,20.9,8,1,0,0,2007,0
"175",2007-08-29,1,29,0.0344827586206897,17.8,27.8,23.1,8,1,0,0,2007,0
"176",2007-08-30,2,26,0.0769230769230769,19.4,31.7,25,8,1,1,0,2007,0
"177",2007-08-31,0,17,0,17.8,23.9,20.7,8,1,0,0,2007,0
"178",2007-09-04,0,39,0,17.8,25.6,22.4,9,0,0,0,2007,0
"179",2007-09-05,3,40,0.075,15,22.8,18,9,0,0,0,2007,0
"180",2007-09-06,1,27,0.037037037037037,14.4,25.6,19.1,9,0,0,0,2007,0
"181",2007-09-07,0,36,0,18.3,34.4,24.9,9,0,1,0,2007,0
"182",2007-09-08,0,1,0,21.7,35,27.5,9,0,1,0,2007,0
"183",2007-09-10,2,30,0.0666666666666667,15.6,18.9,16.7,9,0,0,0,2007,0
"184",2007-09-11,0,37,0,15.6,20,16.6,9,0,0,0,2007,0
"185",2007-09-12,0,29,0,15.6,24.4,19.9,9,0,0,0,2007,0
"186",2007-09-13,0,19,0,13.9,22.8,17.5,9,0,0,0,2007,0
"187",2007-09-14,1,30,0.0333333333333333,13.9,24.4,18.6,9,0,0,0,2007,0
"188",2007-09-17,1,19,0.0526315789473684,9.4,17.2,13.5,9,0,0,0,2007,0
"189",2007-09-18,0,37,0,8.3,17.2,13.5,9,0,0,0,2007,0
"190",2007-09-19,0,14,0,10,17.8,14,9,0,0,0,2007,0
"191",2007-09-20,1,32,0.03125,13.3,25.6,18.2,9,0,0,0,2007,0
"192",2007-09-21,0,20,0,15,21.7,17.6,9,0,0,0,2007,0
"193",2007-09-22,0,1,0,16.7,26.7,20.7,9,0,0,0,2007,0
"194",2007-09-24,1,25,0.04,15,27.8,21.5,9,0,0,0,2007,0
"195",2007-09-25,1,25,0.04,16.7,31.1,23.9,9,0,1,0,2007,0
"196",2007-09-26,0,31,0,21.7,33.9,26.5,9,0,1,0,2007,0
"197",2007-09-27,0,26,0,20,29.4,24,9,0,0,0,2007,0
"198",2007-09-28,1,26,0.0384615384615385,16.7,26.7,22,9,0,0,0,2007,0
"199",2007-10-01,4,21,0.19047619047619,11.1,18.3,14.3,10,0,0,0,2007,0
"200",2007-10-02,1,29,0.0344827586206897,10,18.3,14.8,10,0,0,0,2007,0
"201",2007-10-03,0,28,0,15.6,21.1,17.3,10,0,0,0,2007,0
"202",2007-10-04,2,22,0.0909090909090909,16.7,30,22.6,10,0,1,0,2007,0
"203",2007-10-05,1,30,0.0333333333333333,15.6,27.8,20.7,10,0,0,0,2007,0
"204",2007-10-09,2,23,0.0869565217391304,12.2,16.1,14.1,10,0,0,0,2007,0
"205",2007-10-10,1,30,0.0333333333333333,12.2,15.6,13.8,10,0,0,0,2007,0
"206",2007-10-11,2,31,0.0645161290322581,14.4,15.6,14.8,10,0,0,0,2007,0
"207",2007-10-12,1,31,0.032258064516129,8.3,18.3,14.6,10,0,0,0,2007,0
"208",2007-10-15,2,34,0.0588235294117647,6.7,17.2,11.7,10,0,0,0,2007,0
"209",2007-10-16,2,33,0.0606060606060606,8.3,17.2,12.4,10,0,0,0,2007,0
"210",2007-10-17,2,39,0.0512820512820513,6.7,17.2,12,10,0,0,0,2007,0
"211",2007-10-18,3,35,0.0857142857142857,12.8,20.6,15.3,10,0,0,0,2007,0
"212",2007-10-19,0,23,0,14.4,22.8,19,10,0,0,0,2007,0
"213",2007-10-22,1,31,0.032258064516129,14.4,27.2,19.7,10,0,0,0,2007,0
"214",2007-10-23,1,36,0.0277777777777778,14.4,25.6,20.2,10,0,0,0,2007,0
"215",2007-10-24,4,41,0.0975609756097561,11.7,18.9,14.8,10,0,0,0,2007,0
"216",2007-10-25,1,43,0.0232558139534884,7.8,14.4,11.6,10,0,0,0,2007,0
"217",2007-10-26,1,30,0.0333333333333333,6.7,15,11.1,10,0,0,0,2007,0
"218",2007-10-29,3,24,0.125,2.8,10.6,6.3,10,0,0,0,2007,0
"219",2007-10-30,3,43,0.0697674418604651,5,17.2,11.1,10,0,0,0,2007,0
"220",2007-10-31,5,35,0.142857142857143,6.7,17.8,12.1,10,0,0,0,2007,0
"221",2007-11-01,0,34,0,8.9,20.6,14.8,11,0,0,0,2007,0
"222",2007-11-02,3,39,0.0769230769230769,5,10.6,8.3,11,0,0,0,2007,0
"223",2007-11-05,2,38,0.0526315789473684,3.9,11.7,8.4,11,0,0,0,2007,0
"224",2007-11-06,1,32,0.03125,4.4,12.8,9.5,11,0,0,0,2007,0
"225",2007-11-07,1,49,0.0204081632653061,2.8,10.6,5.9,11,0,0,0,2007,0
"226",2007-11-08,0,19,0,0.6,7.2,3.7,11,0,0,0,2007,0
"227",2007-11-09,2,27,0.0740740740740741,0,7.8,3.6,11,0,0,0,2007,0
"228",2007-11-11,0,1,0,-2.2,7.8,2.2,11,0,0,0,2007,0
"229",2007-11-12,0,2,0,-0.6,7.2,3.9,11,0,0,0,2007,0
"230",2007-11-13,1,47,0.0212765957446809,5,14.4,10.2,11,0,0,0,2007,0
"231",2007-11-14,3,49,0.0612244897959184,2.8,15.6,9.9,11,0,0,0,2007,0
"232",2007-11-15,0,69,0,6.7,18.9,13.3,11,0,0,0,2007,0
"233",2007-11-16,7,45,0.155555555555556,1.1,8.3,5.3,11,0,0,0,2007,0
"234",2007-11-17,0,1,0,0.6,6.1,3.1,11,0,0,0,2007,0
"235",2007-11-19,2,49,0.0408163265306122,1.1,4.4,2.1,11,0,0,0,2007,0
"236",2007-11-20,1,37,0.027027027027027,-0.6,5,2.3,11,0,0,0,2007,0
"237",2007-11-21,3,39,0.0769230769230769,1.1,7.8,4.4,11,0,0,0,2007,0
"238",2007-11-22,0,2,0,6.1,15.6,10,11,0,0,0,2007,0
"239",2007-11-23,2,31,0.0645161290322581,-2.2,6.1,2.3,11,0,0,0,2007,0
"240",2007-11-26,2,31,0.0645161290322581,3.3,14.4,6.6,11,0,0,0,2007,0
"241",2007-11-27,3,33,0.0909090909090909,5,17.8,12.1,11,0,0,0,2007,0
"242",2007-11-28,1,49,0.0204081632653061,1.7,7.8,4.4,11,0,0,0,2007,0
"243",2007-11-29,5,48,0.104166666666667,3.3,10.6,6.8,11,0,0,0,2007,0
"244",2007-11-30,2,35,0.0571428571428571,1.1,5.6,3.1,11,0,0,0,2007,0
"245",2007-12-03,5,39,0.128205128205128,-2.2,5,1.8,12,0,0,0,2007,0
"246",2007-12-04,4,29,0.137931034482759,-5.6,-1.1,-3.4,12,0,0,0,2007,0
"247",2007-12-05,3,43,0.0697674418604651,-4.4,0,-2.2,12,0,0,0,2007,0
"248",2007-12-06,5,41,0.121951219512195,-7.2,-0.6,-3,12,0,0,0,2007,0
"249",2007-12-07,5,30,0.166666666666667,-5,2.8,-0.8,12,0,0,0,2007,0
"250",2007-12-10,4,37,0.108108108108108,-1.7,0.6,-0.3,12,0,0,0,2007,0
"251",2007-12-11,5,20,0.25,-2.8,2.8,0.2,12,0,0,0,2007,0
"252",2007-12-12,2,38,0.0526315789473684,-1.1,8.9,5.3,12,0,0,0,2007,0
"253",2007-12-13,5,28,0.178571428571429,-5.6,0.6,-3.1,12,0,0,0,2007,0
"254",2007-12-14,2,31,0.0645161290322581,-5,5,-0.2,12,0,0,0,2007,0
"255",2007-12-17,6,43,0.13953488372093,-7.2,2.2,-3.7,12,0,0,0,2007,0
"256",2007-12-18,0,21,0,-7.8,0,-4,12,0,0,0,2007,0
"257",2007-12-19,2,28,0.0714285714285714,-5.6,3.3,-0.2,12,0,0,0,2007,0
"258",2007-12-20,1,31,0.032258064516129,-1.7,1.7,-0.4,12,0,0,0,2007,0
"259",2007-12-21,1,21,0.0476190476190476,-4.4,-1.7,-3.3,12,0,0,0,2007,0
"260",2007-12-24,0,8,0,1.1,11.7,5.4,12,0,0,0,2007,0
"261",2007-12-26,1,19,0.0526315789473684,-2.8,4.4,1.6,12,0,0,0,2007,0
"262",2007-12-27,2,32,0.0625,1.1,3.9,2.6,12,0,0,0,2007,0
"263",2007-12-28,1,37,0.027027027027027,1.7,8.3,4.5,12,0,0,0,2007,0
"264",2007-12-29,0,2,0,2.8,7.8,5.1,12,0,0,0,2007,0
"265",2007-12-31,3,27,0.111111111111111,-1.1,5,2.5,12,0,0,0,2007,0
"266",2008-01-02,1,40,0.025,-12.2,0.6,-2.6,1,0,0,0,2008,0
"267",2008-01-03,2,44,0.0454545454545455,-13.9,-10,-12.2,1,0,0,0,2008,0
"268",2008-01-04,2,33,0.0606060606060606,-13.3,0,-6,1,0,0,0,2008,0
"269",2008-01-07,2,39,0.0512820512820513,1.7,12.8,7.5,1,0,0,0,2008,0
"270",2008-01-08,2,36,0.0555555555555556,7.2,19.4,11.9,1,0,0,0,2008,0
"271",2008-01-09,2,23,0.0869565217391304,7.8,16.7,12.5,1,0,0,0,2008,0
"272",2008-01-10,4,33,0.121212121212121,3.3,9.4,6.4,1,0,0,0,2008,0
"273",2008-01-11,3,43,0.0697674418604651,3.3,13.9,5.5,1,0,0,0,2008,0
"274",2008-01-15,3,30,0.1,-4.4,1.7,-1.1,1,0,0,0,2008,0
"275",2008-01-16,0,23,0,-5,1.1,-2.4,1,0,0,0,2008,0
"276",2008-01-17,2,30,0.0666666666666667,-6.1,1.7,-2,1,0,0,0,2008,0
"277",2008-01-18,2,27,0.0740740740740741,0.6,8.3,4.3,1,0,0,0,2008,0
"278",2008-01-21,0,1,0,-9.4,-3.9,-6.7,1,0,0,0,2008,0
"279",2008-01-22,2,30,0.0666666666666667,-6.7,4.4,-1.1,1,0,0,0,2008,0
"280",2008-01-23,5,31,0.161290322580645,-1.7,2.8,0.8,1,0,0,0,2008,0
"281",2008-01-24,4,34,0.117647058823529,-5.6,0,-1.9,1,0,0,0,2008,0
"282",2008-01-25,2,25,0.08,-8.9,-0.6,-4.4,1,0,0,0,2008,0
"283",2008-01-28,5,42,0.119047619047619,-5,5,-0.7,1,0,0,0,2008,0
"284",2008-01-29,5,29,0.172413793103448,-2.8,4.4,1,1,0,0,0,2008,0
"285",2008-01-30,2,35,0.0571428571428571,0,10,5,1,0,0,0,2008,0
"286",2008-01-31,2,34,0.0588235294117647,-2.8,2.2,-0.5,1,0,0,0,2008,0
"287",2008-02-01,0,28,0,-3.3,12.2,1.8,2,0,0,0,2008,0
"288",2008-02-04,6,36,0.166666666666667,0,4.4,2.6,2,0,0,0,2008,0
"289",2008-02-05,1,28,0.0357142857142857,2.2,7.2,4.1,2,0,0,0,2008,0
"290",2008-02-06,6,54,0.111111111111111,2.2,7.8,4.8,2,0,0,0,2008,0
"291",2008-02-07,0,28,0,-1.7,2.8,0.2,2,0,0,0,2008,0
"292",2008-02-08,1,51,0.0196078431372549,-2.2,0,-1.5,2,0,0,0,2008,0
"293",2008-02-09,0,1,0,-5,2.8,0.1,2,0,0,0,2008,0
"294",2008-02-11,1,21,0.0476190476190476,-11.1,-3.3,-7.6,2,0,0,0,2008,0
"295",2008-02-12,0,39,0,-8.9,-1.1,-5.2,2,0,0,0,2008,0
"296",2008-02-13,2,33,0.0606060606060606,-3.9,4.4,1.8,2,0,0,0,2008,0
"297",2008-02-14,3,33,0.0909090909090909,-1.7,3.9,1.3,2,0,0,0,2008,0
"298",2008-02-15,3,37,0.0810810810810811,-2.8,8.3,2.8,2,0,0,0,2008,0
"299",2008-02-19,1,32,0.03125,-2.2,7.2,3.3,2,0,0,0,2008,0
"300",2008-02-20,4,39,0.102564102564103,-4.4,-0.6,-2.7,2,0,0,0,2008,0
"301",2008-02-21,1,25,0.04,-6.7,-0.6,-3.8,2,0,0,0,2008,0
"302",2008-02-22,5,39,0.128205128205128,-5,0,-2.6,2,0,0,0,2008,0
"303",2008-02-25,1,33,0.0303030303030303,-3.3,8.3,2.6,2,0,0,0,2008,0
"304",2008-02-26,1,25,0.04,-1.7,4.4,2.3,2,0,0,0,2008,0
"305",2008-02-27,2,34,0.0588235294117647,-3.9,4.4,2,2,0,0,0,2008,0
"306",2008-02-28,2,42,0.0476190476190476,-8.3,-2.2,-4.8,2,0,0,0,2008,0
"307",2008-02-29,1,28,0.0357142857142857,-11.7,-3.9,-7.3,2,0,0,0,2008,0
"308",2008-03-03,1,29,0.0344827586206897,-3.3,9.4,3.7,3,0,0,0,2008,0
"309",2008-03-04,3,33,0.0909090909090909,3.9,15.6,9.7,3,0,0,0,2008,0
"310",2008-03-05,2,32,0.0625,2.8,15.6,7.9,3,0,0,0,2008,0
"311",2008-03-06,1,36,0.0277777777777778,1.1,5.6,2.9,3,0,0,0,2008,0
"312",2008-03-07,5,40,0.125,-0.6,6.1,3.2,3,0,0,0,2008,0
"313",2008-03-10,2,33,0.0606060606060606,-3.9,3.9,-0.5,3,0,0,0,2008,0
"314",2008-03-11,1,53,0.0188679245283019,-3.3,6.1,1.2,3,0,0,0,2008,0
"315",2008-03-12,0,39,0,1.1,6.1,3.4,3,0,0,0,2008,0
"316",2008-03-13,3,37,0.0810810810810811,-1.7,3.3,0.8,3,0,0,0,2008,0
"317",2008-03-14,4,44,0.0909090909090909,0,10.6,4.4,3,0,0,0,2008,0
"318",2008-03-18,2,35,0.0571428571428571,-2.2,3.9,1.4,3,0,0,0,2008,0
"319",2008-03-19,2,44,0.0454545454545455,0.6,5,2.8,3,0,0,0,2008,0
