time,temp,tmin,tmax,rhum,snwd,wspd,pres
2014-11-22,0.2,-4.3,6.7,41,,25.9,1025.0
2014-11-23,8.6,5.6,15.0,52,,15.1,1019.5
2014-11-24,11.8,5.6,18.3,89,,23.4,1008.3
2014-11-25,15.1,8.9,16.7,59,,18.7,1011.4
2014-11-26,7.0,0.6,10.0,73,,23.8,1016.7
2014-11-27,2.0,-0.5,3.3,82,,16.6,1012.5
2014-11-28,-0.4,-2.7,1.7,73,,17.3,1018.4
2014-11-29,-1.9,-4.9,1.1,57,,11.5,1026.2
2014-11-30,5.6,0.0,13.9,69,,19.8,1020.3
2014-12-01,12.3,3.9,17.8,62,,21.6,1019.6
2014-12-02,3.2,0.6,5.6,64,,24.1,1036.4
2014-12-03,6.5,2.8,10.6,90,,19.8,1018.0
2014-12-04,4.6,-1.0,6.1,52,,18.7,1026.4
2014-12-05,0.5,-3.2,5.6,64,,16.9,1036.1
2014-12-06,5.1,3.3,7.2,93,,13.0,1024.0
2014-12-07,2.1,-6.0,3.3,59,,24.1,1032.0
2014-12-08,-5.6,-7.7,-1.6,70,,21.2,1039.1
2014-12-09,3.6,-1.6,9.4,95,,31.7,1016.0
2014-12-10,6.2,3.3,8.9,94,,20.5,998.8
2014-12-11,2.4,0.0,3.9,86,,20.9,1002.8
2014-12-12,1.0,-0.5,3.9,73,,17.3,1010.7
2014-12-13,1.9,0.0,5.6,68,,18.7,1009.7
2014-12-14,2.8,0.6,7.2,67,,15.8,1010.0
2014-12-15,2.2,0.0,5.6,76,,9.0,1017.0
2014-12-16,3.4,1.7,6.7,86,,6.8,1019.2
2014-12-17,7.0,5.0,9.4,87,,18.4,1007.5
2014-12-18,4.8,2.2,6.7,68,,22.0,1008.3
2014-12-19,2.1,-1.6,2.8,62,,17.6,1014.8
2014-12-20,-0.9,-2.7,2.2,73,,15.5,1024.5
2014-12-21,0.7,-1.0,2.2,79,,14.8,1026.6
2014-12-22,2.6,0.6,6.7,81,,12.2,1027.7
2014-12-23,6.4,5.6,8.3,94,,20.5,1023.5
2014-12-24,6.4,5.0,7.8,99,,10.4,1013.8
2014-12-25,10.1,6.7,15.0,74,,22.7,1003.7
2014-12-26,6.9,2.8,10.0,57,,16.9,1019.3
2014-12-27,6.9,3.3,11.1,60,,14.8,1020.8
2014-12-28,7.9,4.4,11.1,65,,21.6,1011.5
2014-12-29,4.1,-1.0,5.0,51,,14.0,1019.5
2014-12-30,-2.4,-5.5,-1.0,40,,15.8,1026.4
2014-12-31,-4.3,-6.6,-1.0,44,,15.1,1024.5
2015-01-01,-3.3,-5.5,0.6,43,,23.0,1016.1
2015-01-02,1.3,-0.5,5.0,45,,20.5,1019.8
2015-01-03,-2.1,-5.5,2.8,63,,16.6,1034.7
2015-01-04,3.5,1.7,11.1,96,,13.3,1010.0
2015-01-05,4.2,-8.2,10.0,43,,35.6,1014.2
2015-01-06,-8.2,-9.3,-7.7,60,,14.0,1023.7
2015-01-07,-7.3,-15.5,-3.2,56,,25.2,1012.4
2015-01-08,-13.4,-18.2,-7.1,44,,23.0,1024.3
2015-01-09,-4.8,-7.1,-1.0,60,,23.0,1016.2
2015-01-10,-5.6,-8.2,-4.3,47,,18.7,1026.9
2015-01-11,-6.1,-9.3,0.6,46,,15.5,1035.3
2015-01-12,1.7,0.6,3.3,71,,15.1,1024.5
2015-01-13,-2.7,-9.3,1.7,48,,16.9,1032.9
2015-01-14,-7.6,-9.9,-3.8,61,,14.0,1030.4
2015-01-15,-3.3,-3.8,-0.5,85,,15.5,1016.5
2015-01-16,-2.1,-9.3,3.3,53,,25.2,1009.3
2015-01-17,-8.8,-12.7,-5.5,41,,17.6,1026.1
2015-01-18,-0.2,-6.6,10.6,82,,15.8,1015.8
2015-01-19,5.7,0.0,7.8,69,,24.5,1003.9
2015-01-20,0.8,-2.7,3.9,46,,21.6,1009.9
2015-01-21,-2.7,-5.5,1.1,55,,10.8,1020.5
2015-01-22,0.0,-1.6,2.8,66,,11.2,1022.3
2015-01-23,-0.7,-4.3,2.8,53,,16.6,1021.3
2015-01-24,0.2,-0.5,1.1,87,,16.6,999.7
2015-01-25,0.8,-7.1,3.3,58,,23.0,1003.2
2015-01-26,-6.6,-11.6,-1.6,69,,26.3,1018.0
2015-01-27,-7.6,-9.9,-7.1,85,,35.6,1002.0
2015-01-28,-8.6,-10.5,-4.3,60,,20.5,1014.0
2015-01-29,-5.9,-12.1,0.0,57,,6.8,1023.7
2015-01-30,-0.7,-7.1,1.1,81,,19.1,1009.7
2015-01-31,-7.6,-11.6,-6.0,48,,35.3,1010.9
2015-02-01,-7.1,-11.0,-1.0,45,,19.1,1019.9
2015-02-02,-6.7,-12.1,-0.5,81,,29.2,1006.9
2015-02-03,-10.5,-14.3,-5.5,57,,20.9,1019.5
2015-02-04,-4.9,-9.9,3.3,64,,15.1,1021.6
2015-02-05,-0.7,-13.8,2.2,68,,23.8,1013.8
2015-02-06,-11.3,-14.9,-6.0,53,,18.4,1019.3
2015-02-07,-5.2,-8.8,-1.6,68,,17.3,1017.7
2015-02-08,-3.6,-10.5,-1.6,89,,21.6,1017.3
2015-02-09,-8.3,-9.9,-3.8,87,,24.1,1019.8
2015-02-10,-6.7,-9.9,-1.0,76,,18.0,1019.2
2015-02-11,-5.8,-9.9,-3.8,70,,18.7,1018.1
2015-02-12,-6.2,-8.8,-1.0,76,,8.6,1008.6
2015-02-13,-8.8,-13.8,-5.5,46,,24.8,1013.8
2015-02-14,-10.4,-16.0,-1.0,67,,15.5,1010.7
2015-02-15,-7.1,-18.8,-6.6,72,,33.5,1000.0
2015-02-16,-14.2,-19.3,-7.1,42,,31.7,1013.1
2015-02-17,-9.7,-12.1,-4.9,60,,12.6,1013.9
2015-02-18,-4.8,-8.2,-1.6,66,,8.6,1010.8
2015-02-19,-3.7,-12.1,-1.0,68,,22.7,1002.9
2015-02-20,-11.4,-14.9,-6.6,44,,29.9,1016.3
2015-02-21,-8.5,-15.5,1.1,67,,18.0,1029.1
2015-02-22,0.8,-2.1,3.9,85,,8.3,1020.5
2015-02-23,-3.0,-15.5,0.6,44,,23.4,1021.6
2015-02-24,-12.9,-16.6,-7.1,51,,15.1,1022.5
2015-02-25,-5.0,-9.9,1.7,57,,17.3,1009.0
2015-02-26,-6.0,-8.2,-5.5,59,,14.8,1017.3
2015-02-27,-6.5,-9.3,-2.7,37,,13.3,1026.9
2015-02-28,-6.2,-11.0,-0.5,40,,14.0,1038.8
2015-03-01,-5.0,-11.0,-1.0,66,,9.7,1033.5
2015-03-02,-0.9,-3.2,2.8,63,,23.0,1016.6
2015-03-03,-3.3,-6.6,0.6,50,,16.2,1024.4
2015-03-04,2.3,0.6,6.1,76,,18.4,1007.6
2015-03-05,0.8,-7.7,3.9,47,,19.1,1017.7
2015-03-06,-7.9,-12.7,-4.3,44,,16.9,1029.9
2015-03-07,-3.7,-8.2,3.3,51,,17.3,1019.7
2015-03-08,0.3,-4.3,5.6,60,,13.7,1016.5
2015-03-09,2.6,-3.2,8.9,48,,16.2,1019.4
2015-03-10,3.8,-0.5,8.9,61,,10.8,1023.8
2015-03-11,7.7,2.8,13.9,66,,18.7,1011.0
2015-03-12,3.9,-3.8,6.1,39,,27.4,1024.4
2015-03-13,-1.3,-4.3,4.4,38,,16.9,1034.1
2015-03-14,1.1,-0.5,3.9,87,,13.0,1018.1
2015-03-15,2.2,-2.7,5.0,85,,22.3,1003.9
2015-03-16,0.7,-3.2,7.2,45,,14.0,1011.4
2015-03-17,3.9,-2.1,10.6,67,,23.0,1001.5
2015-03-18,-2.5,-5.5,-1.0,31,,34.9,1011.3
2015-03-19,-3.8,-7.1,1.1,29,,25.2,1022.2
2015-03-20,-2.5,-4.9,0.0,52,,5.8,1027.0
2015-03-21,-1.1,-2.1,5.0,90,,10.4,1015.1
2015-03-22,0.2,-6.0,3.9,36,,28.8,1013.0
2015-03-23,-4.4,-7.7,0.6,33,,24.5,1019.9
2015-03-24,-2.6,-6.6,1.7,56,,12.2,1026.1
2015-03-25,1.7,-2.1,9.4,56,,14.4,1027.2
2015-03-26,6.8,3.3,13.3,92,,14.0,1011.1
2015-03-27,5.5,2.8,6.7,90,,8.6,1005.9
2015-03-28,2.1,-1.0,4.4,87,,20.2,1008.9
2015-03-29,0.3,-3.2,5.6,41,,15.1,1020.1
2015-03-30,2.3,-1.0,7.2,64,,20.9,1011.0
2015-03-31,5.8,2.8,10.0,48,,19.8,1006.7
2015-04-01,3.9,-1.0,8.3,29,,16.2,1014.9
2015-04-02,6.0,-1.0,16.1,36,,20.5,1019.3
2015-04-03,12.0,7.2,15.0,73,,19.4,1008.4
2015-04-04,8.6,2.2,11.1,66,,26.3,1004.4
2015-04-05,4.1,0.0,9.4,48,,24.1,1019.9
2015-04-06,4.1,2.2,5.6,70,,14.0,1026.1
2015-04-07,4.1,2.2,5.6,88,,13.0,1025.9
2015-04-08,2.8,1.1,5.6,81,,27.0,1030.5
2015-04-09,1.9,0.6,2.8,94,,26.6,1028.5
2015-04-10,4.4,2.2,12.8,98,,13.0,1013.7
2015-04-11,11.6,5.6,13.9,51,,27.4,1010.4
2015-04-12,10.5,3.9,20.0,41,,14.4,1022.8
2015-04-13,13.6,5.0,20.6,44,,19.8,1024.9
2015-04-14,14.8,11.1,18.3,52,,17.6,1018.7
2015-04-15,14.8,10.0,19.4,27,,18.7,1020.6
2015-04-16,10.3,5.0,15.6,35,,16.2,1029.3
2015-04-17,12.0,8.3,18.3,70,,21.2,1016.0
2015-04-18,12.2,6.1,15.6,71,,14.0,1013.4
2015-04-19,7.9,5.0,10.0,64,,18.4,1023.4
2015-04-20,6.2,5.0,10.6,90,,22.3,1018.0
2015-04-21,13.1,7.8,18.3,75,,15.5,1002.8
2015-04-22,13.1,6.1,19.4,58,,23.8,1005.5
2015-04-23,8.4,3.3,10.6,51,,25.6,1002.7
2015-04-24,6.1,2.8,10.0,47,,24.8,1006.5
2015-04-25,7.3,2.2,13.3,46,,16.9,1007.0
2015-04-26,8.6,6.1,13.3,56,,10.4,1004.4
2015-04-27,10.8,7.2,13.9,56,,18.4,1001.7
2015-04-28,9.5,5.6,17.8,59,,23.0,1005.2
2015-04-29,10.9,8.9,12.2,62,,14.0,1005.3
2015-04-30,9.9,6.7,12.8,70,,14.4,1011.1
2015-05-01,7.4,3.9,9.4,79,,12.6,1015.8
2015-05-02,6.1,3.9,10.0,85,,11.2,1015.9
2015-05-03,11.8,7.2,19.4,64,,13.7,1017.8
2015-05-04,17.3,9.4,28.9,49,,21.2,1020.3
2015-05-05,19.1,12.2,21.1,63,,15.5,1021.0
2015-05-06,16.1,11.1,22.8,48,,15.1,1023.8
2015-05-07,18.3,11.7,26.1,36,,16.9,1020.6
2015-05-08,15.6,7.8,21.7,62,,18.7,1022.1
2015-05-09,10.8,7.8,21.7,84,,12.2,1026.0
2015-05-10,21.9,15.0,31.7,68,,21.6,1019.8
2015-05-11,19.8,10.0,26.7,80,,15.5,1019.3
2015-05-12,14.1,8.9,30.6,78,,14.8,1009.5
2015-05-13,17.7,11.7,20.6,43,,23.0,1014.1
2015-05-14,14.2,9.4,20.6,42,,15.1,1025.4
2015-05-15,14.9,8.9,19.4,49,,10.4,1024.5
2015-05-16,16.3,12.8,21.7,64,,12.6,1021.6
2015-05-17,16.2,11.1,19.4,87,,12.6,1020.0
2015-05-18,11.7,9.4,14.4,85,,16.6,1023.7
2015-05-19,13.4,11.1,18.3,91,,15.8,1012.9
2015-05-20,16.2,10.6,18.9,53,,22.3,1008.1
2015-05-21,13.7,7.2,19.4,47,,15.5,1012.9
2015-05-22,16.5,11.1,24.4,39,,20.9,1010.7
2015-05-23,13.1,6.7,18.3,30,,21.2,1024.4
2015-05-24,18.6,10.6,28.3,37,,25.2,1023.3
2015-05-25,21.0,14.4,27.2,55,,17.3,1022.7
2015-05-26,22.8,17.8,30.6,58,,26.3,1020.1
2015-05-27,23.5,18.3,29.4,69,,25.9,1020.0
2015-05-28,23.1,17.8,30.0,68,,21.2,1019.6
2015-05-29,19.6,12.8,22.2,77,,13.0,1024.8
2015-05-30,20.7,14.4,31.1,68,,23.4,1020.2
2015-05-31,19.6,8.9,25.0,85,,22.3,1019.3
2015-06-01,9.0,8.3,9.4,97,,22.0,1024.3
2015-06-02,8.5,7.8,9.4,93,,18.0,1022.3
2015-06-03,9.9,8.3,13.3,82,,11.2,1023.9
2015-06-04,11.3,9.4,14.4,74,,10.1,1025.9
2015-06-05,12.2,10.0,15.0,80,,12.2,1019.3
2015-06-06,14.3,11.1,19.4,78,,11.2,1013.8
2015-06-07,15.2,11.7,19.4,50,,17.3,1021.1
2015-06-08,17.3,11.7,24.4,65,,26.6,1014.4
2015-06-09,20.6,17.8,25.6,80,,21.2,1005.8
2015-06-10,21.9,16.7,27.8,57,,17.6,1009.0
2015-06-11,23.9,17.8,31.1,56,,22.0,1009.6
2015-06-12,23.2,18.3,26.1,55,,14.4,1013.2
2015-06-13,22.6,17.8,29.4,65,,13.7,1011.4
2015-06-14,21.1,16.7,23.3,54,,15.5,1017.7
2015-06-15,14.4,12.2,17.2,88,,14.8,1019.0
2015-06-16,15.2,13.3,21.7,92,,7.6,1012.1
2015-06-17,18.8,15.0,20.6,60,,15.8,1018.6
2015-06-18,18.1,13.9,24.4,58,,16.6,1017.6
2015-06-19,20.5,17.2,30.0,67,,15.5,1012.4
2015-06-20,18.2,14.4,23.9,61,,14.8,1019.0
2015-06-21,19.1,15.6,24.4,95,,9.7,1008.0
2015-06-22,18.7,16.1,25.0,88,,9.4,1011.5
2015-06-23,22.2,15.6,31.1,78,,18.4,1009.7
2015-06-24,24.4,19.4,28.9,50,,18.0,1012.0
2015-06-25,22.9,17.8,27.2,54,,11.5,1015.1
2015-06-26,20.0,15.0,22.2,64,,13.7,1016.1
2015-06-27,17.0,13.9,20.0,74,,11.5,1020.6
2015-06-28,14.8,11.1,15.0,94,,28.8,1009.6
2015-06-29,15.3,11.7,23.9,81,,11.2,1010.4
2015-06-30,19.9,15.6,23.9,77,,11.2,1014.8
2015-07-01,20.8,16.7,27.8,80,,18.0,1009.0
2015-07-02,22.4,17.8,26.7,59,,14.8,1010.9
2015-07-03,21.6,17.2,24.4,55,,13.7,1013.5
2015-07-04,19.2,16.7,22.2,75,,7.2,1015.3
2015-07-05,21.4,16.1,28.3,63,,13.0,1017.4
2015-07-06,23.8,20.0,26.7,67,,11.5,1020.3
2015-07-07,23.3,18.3,28.9,81,,16.9,1017.4
2015-07-08,26.2,20.6,31.1,69,,18.0,1012.6
2015-07-09,20.3,17.2,20.6,72,,13.0,1015.1
2015-07-10,19.4,15.6,25.0,79,,12.2,1012.4
2015-07-11,24.1,20.0,28.3,52,,13.7,1016.0
2015-07-12,26.7,22.2,31.7,52,,14.4,1014.4
2015-07-13,23.7,19.4,25.0,78,,10.4,1012.9
2015-07-14,21.7,18.3,27.8,83,,13.0,1006.8
2015-07-15,23.2,19.4,27.8,86,,11.9,1004.6
2015-07-16,18.5,15.0,20.0,62,,18.0,1016.2
2015-07-17,19.4,15.6,23.9,72,,14.8,1018.4
2015-07-18,21.2,17.8,25.6,80,,17.6,1014.4
2015-07-19,25.5,21.7,32.2,76,,15.1,1008.8
2015-07-20,28.3,21.1,33.3,60,,14.8,1004.4
2015-07-21,25.4,21.1,27.2,65,,10.4,1002.7
2015-07-22,24.6,20.6,28.9,51,,18.7,1004.4
2015-07-23,23.2,19.4,27.8,52,,11.9,1010.5
2015-07-24,22.3,18.9,27.2,60,,14.0,1012.5
2015-07-25,18.8,16.7,20.6,81,,14.0,1016.5
2015-07-26,20.0,17.2,26.1,82,,13.3,1016.1
2015-07-27,23.9,20.0,30.0,77,,13.0,1015.7
2015-07-28,24.0,21.1,30.0,80,,13.0,1014.6
2015-07-29,26.6,21.7,33.3,62,,11.9,1013.1
2015-07-30,28.6,23.3,32.8,68,,23.0,1010.1
2015-07-31,26.4,22.8,31.7,54,,18.0,1008.2
2015-08-01,25.9,20.0,32.2,51,,16.9,1007.4
2015-08-02,25.6,20.0,31.1,45,,18.4,1011.2
2015-08-03,25.7,20.0,32.2,64,,20.5,1009.6
2015-08-04,24.6,18.9,31.7,77,,15.1,1009.9
2015-08-05,24.1,18.3,29.4,55,,16.9,1010.7
2015-08-06,23.1,18.3,27.8,49,,14.8,1012.2
2015-08-07,21.3,17.8,22.8,67,,12.6,1014.1
2015-08-08,19.6,16.1,24.4,71,,10.1,1015.4
2015-08-09,18.8,16.7,22.8,80,,14.0,1016.8
2015-08-10,21.3,17.2,28.3,66,,16.6,1016.7
2015-08-11,20.1,17.8,22.2,92,,15.5,1011.4
2015-08-12,23.7,20.0,29.4,67,,14.4,1007.9
2015-08-13,23.0,18.9,27.8,64,,13.0,1014.9
2015-08-14,23.9,17.2,30.0,54,,14.8,1019.4
2015-08-15,24.4,20.0,32.8,64,,12.2,1018.4
2015-08-16,24.1,19.4,32.2,73,,10.8,1018.2
2015-08-17,26.6,21.7,32.8,64,,12.6,1017.1
2015-08-18,25.8,21.7,30.6,76,,13.0,1016.1
2015-08-19,25.6,21.7,31.1,73,,14.0,1017.7
2015-08-20,22.9,20.0,25.6,89,,17.3,1018.7
2015-08-21,22.1,19.4,28.3,92,,9.4,1016.5
2015-08-22,21.8,19.4,22.8,89,,11.2,1018.4
2015-08-23,20.2,19.4,21.7,97,,13.0,1016.3
2015-08-24,21.4,20.0,23.9,92,,9.7,1013.0
2015-08-25,21.9,19.4,27.2,88,,13.7,1011.8
2015-08-26,24.5,20.6,29.4,69,,12.6,1011.8
2015-08-27,23.3,18.3,27.8,52,,16.2,1015.1
2015-08-28,21.2,17.8,23.9,64,,12.2,1019.9
2015-08-29,22.5,17.2,27.8,55,,11.9,1020.6
2015-08-30,25.0,20.6,31.1,59,,14.4,1017.2
2015-08-31,26.7,21.7,32.2,58,,18.0,1013.7
2015-09-01,24.2,20.6,26.1,67,,15.1,1016.5
2015-09-02,25.0,18.9,32.8,63,,14.8,1014.0
2015-09-03,24.7,21.1,27.8,72,,9.0,1011.0
2015-09-04,20.5,16.7,22.2,78,,17.3,1020.3
2015-09-05,18.4,14.4,22.8,68,,11.5,1024.7
2015-09-06,21.2,16.1,27.8,67,,15.5,1021.5
2015-09-07,25.1,18.9,33.9,52,,19.1,1016.1
2015-09-08,27.3,22.2,35.6,65,,11.9,1013.8
2015-09-09,26.6,22.2,33.9,67,,20.5,1011.5
2015-09-10,23.1,17.8,25.0,82,,17.6,1010.9
2015-09-11,18.6,17.2,22.8,85,,15.8,1007.3
2015-09-12,18.7,15.6,21.7,85,,10.4,1010.3
2015-09-13,17.9,17.2,18.9,93,,15.5,1007.5
2015-09-14,18.2,13.9,22.2,68,,24.5,1011.6
2015-09-15,21.4,16.7,28.9,54,,17.3,1022.1
2015-09-16,22.7,18.3,27.2,64,,11.2,1024.5
2015-09-17,24.2,17.8,31.7,59,,11.9,1019.5
2015-09-18,23.8,18.3,29.4,62,,12.2,1016.1
2015-09-19,21.1,16.7,26.1,78,,15.5,1014.1
2015-09-20,21.7,13.9,23.9,62,,18.7,1014.4
2015-09-21,15.8,11.7,18.9,61,,17.3,1023.7
2015-09-22,17.3,13.3,20.0,70,,15.1,1026.3
2015-09-23,16.1,12.2,20.0,68,,9.0,1024.2
2015-09-24,18.1,14.4,23.3,63,,13.7,1026.0
2015-09-25,16.3,12.8,18.9,69,,14.0,1029.5
2015-09-26,14.3,10.0,17.2,65,,15.5,1032.1
2015-09-27,13.5,8.9,17.8,73,,11.2,1030.9
2015-09-28,18.4,13.3,25.6,78,,10.8,1023.9
2015-09-29,22.1,18.3,28.9,86,,14.8,1018.1
2015-09-30,21.5,13.9,25.6,91,,20.9,1009.3
2015-10-01,14.3,12.2,15.0,74,,27.7,1019.6
2015-10-02,11.4,10.0,12.2,73,,32.8,1025.4
2015-10-03,11.1,9.4,12.2,72,,36.0,1029.7
2015-10-04,12.0,10.6,13.3,66,,29.2,1029.2
2015-10-05,12.1,8.9,16.1,75,,14.8,1022.6
2015-10-06,12.9,8.9,17.8,70,,9.0,1015.9
2015-10-07,15.6,11.1,22.2,62,,11.5,1013.9
2015-10-08,14.6,10.6,16.7,64,,14.0,1019.3
2015-10-09,15.6,11.1,22.2,80,,23.8,1012.4
2015-10-10,13.7,8.9,16.1,59,,15.8,1016.4
2015-10-11,13.6,8.9,20.0,63,,22.3,1012.7
2015-10-12,16.5,10.6,24.4,69,,12.2,1009.0
2015-10-13,16.3,12.8,22.2,88,,12.2,1001.8
2015-10-14,17.2,10.6,20.0,60,,20.2,1003.9
2015-10-15,12.4,8.3,16.7,55,,14.0,1012.6
2015-10-16,12.7,10.0,16.1,59,,19.1,1012.4
2015-10-17,10.5,4.4,13.3,54,,19.1,1015.8
2015-10-18,4.8,0.6,8.3,46,,18.4,1022.9
2015-10-19,3.5,-0.5,8.9,46,,17.3,1027.5
2015-10-20,11.9,7.2,18.9,48,,18.7,1020.3
2015-10-21,14.2,11.7,16.1,73,,10.1,1025.1
2015-10-22,15.7,11.1,22.8,72,,17.6,1019.6
2015-10-23,12.1,4.4,15.0,50,,21.6,1021.7
2015-10-24,6.2,3.3,9.4,68,,9.4,1028.5
2015-10-25,12.0,8.9,17.2,76,,18.7,1018.5
2015-10-26,9.4,6.1,11.1,57,,13.7,1028.4
2015-10-27,7.6,3.3,12.2,62,,9.4,1034.6
2015-10-28,9.7,5.6,18.3,82,,27.4,1026.9
2015-10-29,19.2,13.9,23.9,68,,27.4,1000.5
2015-10-30,13.3,5.6,16.1,42,,20.9,1009.3
2015-10-31,7.4,3.3,11.1,57,,11.2,1020.6
2015-11-01,11.6,8.9,16.7,74,,17.3,1013.1
2015-11-02,13.8,10.6,17.8,59,,11.5,1016.4
2015-11-03,14.1,8.3,22.8,56,,12.2,1020.2
2015-11-04,13.9,9.4,15.6,69,,10.8,1027.1
2015-11-05,16.0,10.0,24.4,76,,19.1,1022.6
2015-11-06,19.3,16.7,22.8,81,,23.4,1012.4
2015-11-07,16.8,10.0,20.6,46,,21.2,1013.3
2015-11-08,10.6,6.7,13.3,46,,18.4,1024.0
2015-11-09,10.3,5.0,15.6,51,,14.4,1028.5
2015-11-10,9.6,6.7,11.7,70,,12.2,1021.4
2015-11-11,9.1,7.8,10.0,91,,25.9,1010.8
2015-11-12,8.6,7.8,13.9,90,,11.9,1008.9
2015-11-13,12.4,7.8,15.0,60,,28.8,999.0
2015-11-14,7.1,2.8,8.3,51,,25.9,1011.6
2015-11-15,5.9,2.8,12.2,54,,15.5,1019.9
2015-11-16,11.4,3.9,16.1,46,,17.3,1021.6
2015-11-17,4.7,0.6,7.2,59,,10.8,1034.0
2015-11-18,4.4,-0.5,8.9,73,,10.1,1034.6
2015-11-19,8.4,6.1,12.8,83,,14.4,1026.2
2015-11-20,13.3,6.7,16.1,67,,20.5,1016.9
2015-11-21,6.6,3.3,8.9,56,,12.2,1022.9
2015-11-22,5.9,2.2,9.4,82,,11.5,1013.0
2015-11-23,4.2,-1.0,5.6,50,,21.6,1013.4
2015-11-24,1.7,-1.6,6.7,43,,13.0,1026.4
2015-11-25,3.7,-1.0,6.7,62,,9.7,1041.2
2015-11-26,7.9,3.3,15.0,78,,15.5,1042.4
2015-11-27,12.1,8.9,17.8,80,,23.0,1029.1
2015-11-28,11.3,5.0,15.6,80,,15.5,1021.0
2015-11-29,3.6,0.0,6.7,59,,15.5,1024.5
2015-11-30,0.8,-2.1,3.3,64,,14.0,1031.3
2015-12-01,3.2,0.0,7.2,78,,9.7,1025.4
2015-12-02,6.1,3.9,10.6,96,,6.1,1010.5
2015-12-03,9.0,5.0,11.1,72,,22.7,1006.4
2015-12-04,5.9,3.3,8.9,58,,17.3,1026.9
2015-12-05,6.9,3.9,11.7,67,,10.8,1035.8
2015-12-06,6.8,2.2,15.0,64,,13.0,1029.1
2015-12-07,7.4,2.8,13.3,62,,11.9,1019.1
2015-12-08,5.6,2.8,6.7,73,,16.9,1019.8
2015-12-09,4.7,2.8,7.8,71,,12.2,1020.9
2015-12-10,8.9,6.1,14.4,85,,7.9,1015.5
2015-12-11,9.6,6.1,14.4,88,,12.6,1012.8
2015-12-12,11.9,9.4,16.1,58,,11.5,1018.0
2015-12-13,10.4,7.8,11.7,69,,10.8,1022.2
2015-12-14,8.4,7.8,14.4,89,,6.8,1012.4
2015-12-15,12.7,8.9,16.1,74,,22.7,996.8
2015-12-16,6.8,3.3,8.9,67,,14.0,1019.2
2015-12-17,6.6,3.9,11.1,88,,13.0,1014.6
2015-12-18,9.4,3.9,11.1,82,,16.9,1003.4
2015-12-19,3.6,0.6,4.4,44,,24.8,1011.9
2015-12-20,2.1,-0.5,5.0,48,,16.6,1027.5
2015-12-21,5.3,0.0,11.7,61,,25.9,1022.2
2015-12-22,11.3,8.9,15.6,85,,14.4,1015.6
2015-12-23,10.9,7.2,13.3,92,,11.9,1021.8
2015-12-24,12.6,8.9,20.6,92,,13.0,1013.5
2015-12-25,14.1,9.4,16.7,76,,9.0,1020.6
2015-12-26,9.7,5.0,12.8,60,,10.8,1031.2
2015-12-27,7.9,3.3,10.0,89,,10.1,1014.3
2015-12-28,1.9,-1.6,3.3,52,,21.6,1030.3
2015-12-29,0.7,-4.3,4.4,88,,29.2,1024.3
2015-12-30,-3.1,-3.8,2.8,91,,10.1,1026.1
2015-12-31,3.2,0.6,8.3,80,,14.0,1015.9
2016-01-01,3.9,0.6,5.0,58,,20.5,1013.5
2016-01-02,1.7,-0.5,4.4,52,,21.6,1013.3
2016-01-03,2.2,-0.5,6.7,56,,18.7,1008.7
2016-01-04,-1.1,-9.9,2.2,60,,19.8,1016.5
2016-01-05,-8.9,-13.2,-3.2,42,,16.2,1033.0
2016-01-06,-1.2,-6.0,7.2,30,,16.2,1031.1
2016-01-07,0.6,-3.2,6.1,46,,10.4,1025.9
2016-01-08,1.4,-1.0,5.6,76,,17.6,1024.6
2016-01-09,4.2,3.3,5.0,86,,9.7,1024.1
2016-01-10,7.2,3.3,14.4,95,,24.1,1005.8
2016-01-11,4.3,-3.8,10.6,44,,31.0,1007.5
2016-01-12,-1.9,-6.0,2.8,57,,15.5,1012.3
2016-01-13,-1.5,-6.0,0.6,47,,31.7,1006.5
2016-01-14,-4.3,-6.0,-1.0,54,,16.9,1012.6
2016-01-15,-0.4,-3.2,5.6,70,,10.4,1013.8
2016-01-16,3.7,1.1,6.1,91,,15.1,999.1
2016-01-17,1.8,-1.6,3.3,66,,15.1,1007.8
2016-01-18,-2.7,-7.1,-1.6,61,,27.0,1003.0
2016-01-19,-6.6,-8.8,-3.8,46,,35.3,1007.2
2016-01-20,-4.7,-7.1,0.6,46,,30.2,1015.6
2016-01-21,-2.8,-6.0,0.6,44,,22.3,1017.2
2016-01-22,-4.3,-7.1,0.0,45,,18.4,1021.8
2016-01-23,-1.9,-6.6,0.0,73,,32.8,1013.6
2016-01-24,-4.1,-7.7,2.2,44,,18.0,1011.3
2016-01-25,-0.6,-3.2,1.7,58,,11.5,1023.2
2016-01-26,2.6,-2.1,10.6,71,,23.0,1015.6
2016-01-27,6.1,-0.5,7.2,52,,19.4,1014.1
2016-01-28,1.1,-3.2,5.6,60,,13.0,1013.7
2016-01-29,2.1,0.6,5.0,76,,11.9,999.0
2016-01-30,2.2,-1.0,6.1,57,,22.0,1012.5
2016-01-31,6.1,3.3,13.9,54,,19.1,1011.3
2016-02-01,9.7,3.9,18.3,58,,22.3,1008.1
2016-02-02,6.6,2.2,10.0,51,,11.2,1024.2
2016-02-03,5.3,1.7,13.9,82,,23.4,1021.1
2016-02-04,12.5,6.1,13.3,69,,16.9,1013.9
2016-02-05,2.8,-3.8,6.1,82,,21.6,1017.6
2016-02-06,-1.8,-4.3,1.7,69,,16.9,1026.1
